Business Name,Tier,Business Type,Street Address,Zip,Neighborhood,Phone,Website,Owner or Manager Full Name,Owner Title,Owner Email,General or Info Email,Instagram Handle,Staff Count,Staff Count Source,Booking Software,Booking Software Source,Google Rating,Google Review Count,Multi Location,Notes
Carla Theresa Salon,1,hair salon,"2219 N Clybourn Ave, Unit 102",60614,Lincoln Park,(847) 770-2634,https://www.carlatheresasalon.com,Carla Kopecky,owner,,info@carlatheresasalon.com,@carlatheresasalon,5,https://www.carlatheresasalon.com/team,vagaro,https://www.vagaro.com/us04/carlatheresasalon,5,66,no,actively recruiting stylists (booth rental)
Salon V,2,hair salon,1007 W Webster Ave,60614,Lincoln Park,(773) 296-0616,http://www.salonvchicago.com,,,,info@salonvchicago.com,@salonvchicago,4,http://www.salonvchicago.com/#about-section,unknown,http://www.salonvchicago.com/,4.8,79,no,"Stylists book independently (David via GlossGenius, Jessica via Square, Rinia via GlossGenius, Veronica by call/text); no shared salon booking tool; Salon shifted to an independent-stylist model, clients now book and pay directly with each stylist (per site announcement)."
Better Med Spa & Wellness,2,beauty and wellness,2117 N Halsted St,60614,Lincoln Park,(312) 285-2618,http://bettermedspa.com,Brianna Bernhardt,owner,,hello@bettermedspa.com,@better.medspa,3,http://bettermedspa.com/about,boulevard,https://dashboard.boulevard.io/booking/businesses/ff8a2f76-c503-46f6-9d9d-bacf10ffefe6/widget?path=%2Fcart%2Fmenu%2FProfessional%2520Consultations&locationId=755a62be-6296-4838-acec-3e1a7dd96b50&visitType=SELF_VISIT,4.7,158,no,billed as Chicago's first K-Beauty med spa concierge clinic; actively hiring
Premier Med Spa,2,beauty and wellness,2071 N Clybourn,60614,Lincoln Park,(773) 762-9304,http://www.premiermedspachicago.com,John Latall,owner,,info@premiermedspachicago.com,@premiermedspachicago,3,https://www.premiermedspachicago.com/about/,square,https://app.squareup.com,5,36,no,
Salon Rouge,2,hair salon,1939 N Lincoln Ave,60614,Lincoln Park,(312) 274-1316,http://www.salonrougechicago.com,Marco Cardenas,co-owner,,,,3,https://www.salonrougechicago.com/about-us,vagaro,https://www.vagaro.com/googlemap/U2FsdGVkX19fRrvfHX-AFv7EJMXG-FpsFkbKEmLiQEk=/services?rwg_token=AE37R_gKgecpAWwbcdONx2NN_e9rDBkp_XrIB8yNCJWpa7hS6Cj_LXzbm5fYrjixQ12NT445PemrM4rZaoxKXGUhw4UcsNoG3A%3D%3D,4.9,40,no,"Marco Cardenas recognized by Allure magazine as one of Chicago's ""Best of the Best"" hair designers."
Streets of London Salon,2,hair salon,1907 W Diversey Pkwy,60614,Lincoln Park,(773) 248-1114,http://www.streetsoflondonsalon.com,Lisa Jindu,owner,,,@streetsoflondonsalon,3,http://www.streetsoflondonsalon.com/stylists-overview,rosy,https://online.rosysalonsoftware.com/onlineBooking?id=7760,4.9,72,no,"Currently hiring (per website nav ""We Are Hiring"")."
7 AM Nail Care,,nails,1941 N Halsted St,60614,Lincoln Park,(312) 496-3183,,,,,,,,unverified,zenoti,https://7amnails.zenoti.com/webstoreNew/sales/membership/55cabe74-6974-4744-ba40-563b4a602a34,4.8,662,yes (6),"Founded 2021, grown to six locations citywide with a 700+ member program; Strong review base (662 Google reviews); Website listed on Yelp (7amnails.com) looks like a different business; removed"
707 Hair Studios,,hair salon,1820 N Wells St,60614,Lincoln Park,(312) 366-2102,http://707hairstudios.com,Patricia Munro,co-owner,,,,,unverified,unknown,http://707hairstudios.com,4.8,278,yes (2),"Owned by hairstylist couple Patricia & Eliot Munro; second (Sarasota, FL) location; high-end Gold Coast-style hairstyling in Lincoln Park; Co-owner: Eliot Munro"
A New Life Spa,,beauty and wellness,1144 W Diversey Pkwy,60614,Lincoln Park,(773) 880-0858,,,,,,,,unverified,unknown,https://www.yelp.com/biz/a-new-life-spa-chicago,4.8,25,no,
Adels Hair Sensation Salon II,,hair salon,445 W Diversey Pkwy,60614,Lincoln Park,(773) 477-2555,,,,,,,,unverified,unknown,https://www.yelp.com/biz/adels-hair-sensation-salon-ii-chicago,4.8,20,no,
Amazing Lash Studio,,lash and brow,1845 N Clybourn Ave,60614,Lincoln Park,(773) 248-5274,https://www.amazinglashstudio.com/studios/il/chicago/chicago-lincoln-park,,,,lincolnpark@amazinglashstudio.com,@amazinglashstudio,,unverified,unknown,https://www.amazinglashstudio.com/studios/il/chicago/chicago-lincoln-park?utm_medium=SoCi&utm_source=extnet,4.3,414,yes (150+),actively hiring (Careers page linked in site nav)
Anda Feet spa,,beauty and wellness,1713 N Clybourn Ave,60614,Lincoln Park,(312) 496-3983,,,,,,,,unverified,unknown,https://www.yelp.com/biz/anda-feet-spa-chicago,4.5,311,no,
Astrée Nails & Spa,,nails,930 W Diversey Pkwy,60614,Lincoln Park,(773) 698-8138,https://astreeinc.wixsite.com/astreenails1,,,,astreeinc@gmail.com,@astreenails,,unverified,square,https://book.squareup.com/appointments/91xiqm6yw5mjoq/location/LNF0Q9ERZRJ3M/services,,,no,
Be Polished Nail Spa,,nails,2539 N Sheffield Ave,60614,Lincoln Park,(773) 868-6477,http://www.chicagobepolished.com,,,,info@chicagobepolished.com,,,unverified,unknown,http://www.chicagobepolished.com,4.1,69,no,
Blowout Junkie,,hair salon,2340 N Lincoln Ave,60614,Lincoln Park,(312) 766-8916,https://www.blowoutjunkie.com,,,,,@blowoutjunkie,,unverified,mindbody,https://clients.mindbodyonline.com/classic/home?studioid=164489,4.1,58,yes (3),"Roster of 3 appears company-wide (yes (3)); per-location count unverified, source: https://www.blowoutjunkie.com/about/; Actively hiring; family-run (3 sisters) blow dry bar; team roster spans 3 locations (River North, West Loop, Lincoln Park), not address-specific"
Blueberry Moon,,hair salon,2108 N Halsted St,60614,Lincoln Park,(773) 529-3333,http://www.blueberrymoon.com,,,,jillian@blueberrymoon.com,@blueberrymoonsalon,,unverified,boulevard,http://www.blueberrymoon.com,,,no,
C'est La V,,hair salon,2459 N Clark St,60614,Lincoln Park,(773) 525-9111,,Vicky Christos,co-owner,,,,,unverified,unknown,https://www.yelp.com/biz/cest-la-v-chicago,5,17,no,family-owned since 1987 (sisters Vicky Christos & Vivian Patras; daughter Christie joined 2005)
Ciseaux,,hair salon,1123 W Webster Ave,60614,Lincoln Park,(708) 622-5972,https://www.ciseauxchicago.com,,,,cedricmeyer.ciseaux@gmail.com,,,unverified,acuity,https://app.acuityscheduling.com/schedule.php?owner=14302091,4.9,16,no,Acuity lists 1 calendars; not clearly per-person
Clean Your Dirty Face - Lincoln Park,,beauty and wellness,2318 N Lincoln Ave,60614,Lincoln Park,(773) 572-2155,https://www.cleanyourdirtyface.com/chicagolincolnpark,,,,info@cleanyourdirtyface.com,@cleanyourdirtyface,,unverified,unknown,https://www.cleanyourdirtyface.com/chicagolincolnpark,4.6,252,yes (35+),"A gift-card link suggests mindbody, but the Book button destination was not captured; Franchise facial spa chain, ranked #1 skincare company by Entrepreneur Magazine 2026; $35 first-facial promo."
Color Up Nail Spa,,nails,"1730 W Fullerton Ave, Ste 27",60614,Lincoln Park,(773) 296-6123,,,,,,,,unverified,unknown,https://www.yelp.com/biz/color-up-nail-spa-chicago-2,,,no,
Colorway Nail Salon,,nails,2061 N Clybourn Ave,60614,Lincoln Park,(872) 256-3911,https://colorwaynailsalon.com,,,,,@colorway.nailsalon.chi,,unverified,unknown,https://colorwaynailsalon.com,5,189,no,
Creative Mix Salon,,hair salon,747 W Diversey Pkwy,60614,Lincoln Park,(773) 549-2500,http://www.creativemixsalon.com,,,,info@creativemixsalon.com,,,unverified,mindbody,https://clients.mindbodyonline.com/classic/home?studioid=164535,4.8,43,no,rebranded from Salon Salome' to Creative Mix Salon in 2019; in business since 1999
Defined,,beauty and wellness,2623 N Clark St,60614,Lincoln Park,(312) 722-6977,,,,,,,,unverified,unknown,https://www.yelp.com/biz/defined-chicago,3.2,80,no,
Delicate Spa,,nails,2539 N Sheffield Ave,60614,Lincoln Park,(773) 935-7655,,,,,,,,unverified,unknown,https://www.yelp.com/biz/delicate-spa-chicago,4.1,69,no,
Derma Bliss,,beauty and wellness,2335 N Clark St,60614,Lincoln Park,(773) 666-5037,https://www.dermablissspa.com,,,,info@dermablissspa.com,@dermablissbeautyspa,,unverified,booker,https://go.booker.com/location/DermaBliss/,4.8,319,no,Website text cuts off just as it begins a 'Meet Our Team' section; no roster captured
Drybar - Lincoln Park,,hair salon,1611 North Sheffield,60614,Lincoln Park,(872) 264-5340,https://www.drybarshops.com/service/locator/detail/?slug=lincoln-park,,,,,,,unverified,unknown,https://www.drybarshops.com/service/locator/detail/?slug=lincoln-park,4.4,463,yes (count unknown),
Elase Medical Spa - Lincoln Park,,beauty and wellness,"1006 W Armitage Ave, Fl 2",60614,Lincoln Park,(312) 940-3844,https://elase.com/locations/lincoln-park,,,,,@elasemedspas,,unverified,zenoti,https://elase.zenoti.com/webstoreNew/user/signIn,4.9,104,yes (40+),"actively hiring (""Join Our Team"" career page)"
Eminere Hair Extensions & Salon,,hair salon,"2618 N Halsted St, Ste 106",60614,Lincoln Park,(312) 523-8270,http://www.eminerehair.com,,,,eminerehair@gmail.com,@eminerehairextensions,,unverified,vagaro,https://www.vagaro.com,4.9,73,no,
Equinox Lincoln Common,,beauty and wellness,2355 N Lincoln Ave,60614,Lincoln Park,(312) 796-6850,https://www.equinox.com/promotion/why-equinox-social?soccid=soc-yelp-acquisition-inmarket-evergreen-il-na-organic-na-search_biz-na,,,,,@equinox,,unverified,unknown,https://www.equinox.com/promotion/why-equinox-social?soccid=soc-yelp-acquisition-inmarket-evergreen-il-na-organic-na-search_biz-na,3.9,155,yes (count unknown),Hiring (per website)
Essential Nail Spa,,nails,2214 N Clark St,60614,Lincoln Park,(773) 549-2990,https://essential-nail-spa.square.site,,,,essential2214@gmail.com,,,unverified,square,https://essential-nail-spa.square.site/square.ico,4.8,101,no,
Essentially Pleasing You,,beauty and wellness,"2706 N Halsted St, Ste B",60614,Lincoln Park,(708) 808-6592,https://essentiallypleasingyou.as.me,,,,,,,unverified,acuity,https://app.acuityscheduling.com/schedule.php?owner=30574255,,,no,Acuity lists 3 calendars; not clearly per-person
Etoile Nail Bar,,nails,2141 N Elston Ave,60614,Bucktown,(312) 883-0342,https://etoilenailbar.com,,,,support@etoilenailbar.com,@_u,,unverified,unknown,https://etoilenailbar.com,4.9,102,no,
European Wax Center,,beauty and wellness,2725 North Clark St,60614,Lincoln Park,(872) 206-2396,https://locations.waxcenter.com/il/chicago/chicago-lincoln-park-1365.html,,,,,@europeanwax,,unverified,unknown,https://locations.waxcenter.com/il/chicago/chicago-lincoln-park-1365.html,4.9,504,yes (5),"Hiring (per website); Franchise chain; page names 4 other nearby Chicago EWC locations (Old Town, Southport Ave, Logan Square, Wicker Park) besides this Lincoln Park center; Strong review base (504 Google reviews)"
FACE FOUNDRIÉ - Chicago West Loop,,lash and brow,833 W Washington Blvd,60614,Lincoln Park,(312) 788-4437,https://facefoundrie.com/location/chicago-west-loop,,,,westloop.skinexpert@facefoundrie.com,@facefoundrie,,unverified,unknown,https://facefoundrie.com/location/chicago-west-loop/?utm_source=yelp&utm_medium=social&utm_campaign=book-now,4.8,207,yes (85+),"Opened 2024 (per Yelp); Site's own address for this location is 833 W. Washington Blvd, Chicago, IL 60607 (West Loop), not 60614 as packeted, possible territory mis-geocode; also actively hiring, $149 Hydrafacial promo through Sep 30"
Fit Foot,,beauty and wellness,1459 W Fullerton Ave,60614,Lincoln Park,(773) 525-4705,,,,,,,,unverified,unknown,https://www.yelp.com/biz/fit-foot-chicago,4,384,no,
Flamant Nail Boutique,,nails,2703 N Halsted St,60614,Lincoln Park,(773) 992-0030,https://www.flamantnailboutique.com,Alla Lee,owner,,flamantnailboutique@gmail.com,@flamantnailboutique,,unverified,square,https://squareup.com/appointments/book/ua623xr36irtxw/9DV0YJ168SQN5/services,4.9,241,yes (2),"Roster of 10 appears company-wide (yes (2)); per-location count unverified, source: https://www.flamantnailboutique.com/our-story#team; roster page not split by location (Chicago + Wilmette); second location in Wilmette"
Foot Smile Spa-Chicago,,beauty and wellness,1513 W Fullerton Ave,60614,Lincoln Park,(773) 666-5222,http://www.footsmilespa.com,,,,,,,unverified,unknown,http://www.footsmilespa.com,4.1,471,yes (2),"Yelp history: opened in Morton Grove, IL (2013), later expanded with this Chicago/Lincoln Park location"
Fullerton Nail Salon,,nails,1807 W Fullerton Ave,60614,Lincoln Park,(773) 269-8888,https://fullertonnailspa.com,,,,fullertonnailspa@gmail.com,@fullertonnailspa,,unverified,unknown,https://fullertonnailspa.com,4.8,304,no,
"Gameday Men's Health Lincoln Park, IL",,beauty and wellness,"2706 N Halsted Ave, Ste A",60614,Lincoln Park,(773) 242-8650,https://gamedaymenshealth.com/lincoln-park,,,,,@gameday_menshealth,,unverified,unknown,https://gamedaymenshealth.com/lincoln-park/,5,182,yes (400),
H2O House Head & Foot Care,,beauty and wellness,2360 N Clybourn Ave,60614,Lincoln Park,(773) 948-8000,https://www.h2ohousechicago.com,,,,househeadfootcare@gmail.com,,,unverified,acuity,https://app.acuityscheduling.com/catalog.php?owner=29061111&action=addCart&clear=1&id=2193008,4.8,966,no,Strong review base (966 Google reviews)
Hair Tech Salon,,hair salon,530 W Diversey Pkwy,60614,Lincoln Park,(773) 871-4455,,,,,,,,unverified,unknown,https://www.yelp.com/biz/hair-tech-salon-chicago,4.2,67,no,
Heyday - Lincoln Park,,beauty and wellness,1953 N Clybourn,60614,Lincoln Park,(708) 713-8338,https://www.heydayskincare.com,,,,,@heydayskincare,,unverified,unknown,https://www.heydayskincare.com,4.8,152,yes (35),"Hiring (per website); Part of the national Heyday chain (IG bio: ""15 states, 35 studios"")."
Innovative MedSpa - Lincoln Park,,beauty and wellness,"2418 N Ashland Ave, Ste 150",60614,Lincoln Park,(773) 420-8571,https://innovative-medspa.com,,,,,@innovativemedspachicago,,unverified,unknown,https://innovative-medspa.com,,,yes (2),"Roster of 3 appears company-wide (yes (2)); per-location count unverified, source: https://innovative-medspa.com/team; Roster spans 2 locations (Lincoln Park & River North). IG bio: ""Voted Best Botox in Chicago."""
Izabela's,,nails,444 W Fullerton,60614,Lincoln Park,(773) 244-1100,,,,,,,,unverified,unknown,https://www.yelp.com/biz/izabelas-chicago-2,4.9,32,no,
JJ Waxing,,lash and brow,1729 N Clybourn Ave,60614,Lincoln Park,(312) 951-7335,http://jjwaxing.com,,,,,,,unverified,vagaro,https://www.vagaro.com/googlemap/U2FsdGVkX18wcBGngQSglQMg4R~Rg2UZ1ZxzonH-Z9M=/services?rwg_token=AE37R_hGhPv-HRGz26GQDf67ntphTQxFG9mVVoXkelu7QAhbBNdU8HqsToyKEAiZHY7aNMHAnMfebqSSzz1Pdc9l0Ywxg_5Plw%3D%3D,4.6,65,no,
KA Studio,,nails,2651 N Clark,60614,Lincoln Park,(773) 299-5151,,,,,,,,unverified,unknown,https://www.yelp.com/biz/ka-studio-chicago,,,no,
KeKe's Nail Salon,,nails,1917B W Fullerton Ave,60614,Lincoln Park,(773) 269-3166,,,,,,,,unverified,unknown,https://www.yelp.com/biz/kekes-nail-salon-chicago,4.1,144,no,
KidSnips,,hair salon,1953 N Clybourn Ave,60614,Lincoln Park,(773) 935-9999,http://www.kidsnips.com/chicagos-lincoln-park,,,,,@kidsnips,,unverified,mindbody,https://go.mindbodyonline.com/book/widgets/appointments/view/2d288248d09/services,4.5,511,yes (7),One of 7 Chicagoland KidSnips locations; actively hiring stylists ($750 signing bonus); Strong review base (511 Google reviews)
"Kohler Waters Spa at Lincoln Park, Chicago",,nails,2358 North Lincoln Ave,60614,Lincoln Park,(312) 245-9129,http://www.kohlerwatersspalincolnpark.com,,,,,@kohlerwatersspa,,unverified,unknown,http://www.kohlerwatersspalincolnpark.com,4.4,265,yes (5),"Part of the Kohler Waters Spa chain (Kohler WI, Lincoln Park, Burr Ridge, Green Bay, Scotland); 20,000 sq ft flagship with 21 treatment rooms and hydrotherapy circuit."
Lara Simone Salon,,nails,2349 N Southport Ave,60614,Lincoln Park,(773) 935-6334,,,,,,,,unverified,unknown,https://www.yelp.com/biz/lara-simone-salon-chicago,5,6,no,
LeCreme Skin Care Boutique,,beauty and wellness,2457 N Halsted St,60614,Lincoln Park,(773) 327-7051,,,,,,,,unverified,unknown,https://www.yelp.com/biz/lecreme-skin-care-boutique-chicago-2,,,no,Website listed on Yelp (leahchavie.com) looks like a different business; removed
London Nails,,nails,2523 N Lincoln Ave,60614,Lincoln Park,(773) 904-7091,,,,,,,,unverified,unknown,https://www.yelp.com/biz/london-nails-chicago,,,no,
Massage Envy,,beauty and wellness,"1845 N Clybourn Ave, Ste H",60614,DePaul,(773) 904-1100,https://locations.massageenvy.com/illinois/chicago/1845-north-clybourn-ave.html,,,,,@massageenvy,,unverified,unknown,https://locations.massageenvy.com/illinois/chicago/1845-north-clybourn-ave.html,4,99,yes (1000),actively hiring
Massage Envy - Chicago Lincoln Park Diversey,,beauty and wellness,668 W Diversey Pkwy,60614,Lincoln Park,(773) 747-3000,https://locations.massageenvy.com/illinois/chicago/668-w-diversey-pkwy.html,,,,,,,unverified,unknown,https://locations.massageenvy.com/illinois/chicago/668-w-diversey-pkwy.html?&utm_source=yelp&utm_medium=listing&utm_campaign=website,4.4,121,yes (1000),
Massage House,,beauty and wellness,2405 N Clybourn Ave,60614,Lincoln Park,(773) 472-8888,http://www.massagehouse.info,,,,,,,unverified,unknown,http://www.massagehouse.info,4.3,452,no,
Melissa Gonz Studio,,lash and brow,1859 W Diversey Pkwy,60614,Lincoln Park,(773) 936-1113,,,,,,,,unverified,unknown,https://www.yelp.com/biz/melissa-gonz-studio-chicago,,,no,
Michelles Nails,,nails,1625 N Clybourn Ave,60614,Lincoln Park,(773) 429-1762,,,,,,,,unverified,fresha,https://www.fresha.com/book-now/mishelles-nail-spa-y5htj2y3/all-offer?id=2944222&pId=2846250&rwg_token=AE37R_ggtpNOAHirQiZWfGwU1ol36O-NzNlMolpF81QCQ-IW2EOsBE2BbX4K4WgB8cour6sqFdJEqs9sXA9FnUWHG9xTR-gn4Q%3D%3D,4.7,54,no,"Existing Fresha user, payments-attach conversation?; Google booking link points to a live Fresha booking page (mishelles-nail-spa), existing Fresha user."
Midcity Nails,,nails,1351 W Fullerton Ave,60614,Lincoln Park,(773) 529-8662,https://midcitynailschicago.com,,,,midcitynails@gmail.com,@midcitynails,,unverified,unknown,https://midcitynailschicago.com,4.3,268,no,
My Spa,,beauty and wellness,"1712 N Halsted St, Ste 1",60614,Lincoln Park,(312) 900-9988,http://www.myspa-chicago.com,,,,myspachicago@gmail.com,,,unverified,acuity,http://www.myspa-chicago.com,4.9,128,no,First-anniversary specials; Japanese-inspired scalp/hair spa concept.
Nabi Nails & Spa,,nails,1901 W Diversey Pkwy,60614,Lincoln Park,(773) 360-8330,,,,,,,,unverified,unknown,https://www.yelp.com/biz/nabi-nails-and-spa-chicago,4.9,68,no,
Nail Envy,,nails,2506 N Lincoln Ave,60614,Lincoln Park,(773) 244-3797,http://nailenvylincolnpark.com,,,,,@nailenvylincolnpark,,unverified,unknown,http://nailenvylincolnpark.com,4.2,138,no,"actively hiring (""Join the Team"" page: ""We're Hiring!"")"
Nail Fairy & Spa,,nails,1249 W Fullerton Ave,60614,Lincoln Park,(773) 883-3040,http://nailfairychicago.com,,,,,,,unverified,unknown,http://nailfairychicago.com,4.2,55,no,
Nail.com,,nails,"1700 W Diversey Pkwy, Ste 1A",60614,Lincoln Park,(773) 360-1742,https://www.1700nail.com,,,,enailchicago@gmail.com,,,unverified,booksy,https://booksy.com/en-us/361299_nail-com_nail-salon_18229_chicago,4.5,43,no,
Nails Boutique,,nails,612 W Webster Ave,60614,Lincoln Park,(773) 666-5400,http://www.nailsboutique612.net,,,,,@nailsboutique612,,unverified,none,http://www.nailsboutique612.net,4.6,45,no,"Owned by Bozena (18+ years in the nail industry); walk-ins accepted, appointments recommended."
OVME,,beauty and wellness,"1945 N Halsted St, Ste 101",60614,Lincoln Park,(872) 245-6863,https://ovme.com/pages/lincoln-park-chicago-il,,,,,@ovmeofficial,,unverified,zenoti,https://ovme.zenoti.com/webstoreNew/user/signin,4.8,231,yes (9+),"reviews repeatedly praise specific named injectors/estheticians (Ella, GiGi, Haley, Anna); actively hiring"
Oasis Face Bar- Lincoln Park,,beauty and wellness,2136 N Halsted St,60614,Lincoln Park,(773) 697-9624,https://www.oasisfacebar.com/find,,,,,,,unverified,zenoti,https://oasisfacebar.zenoti.com/temp_data/tempassetstore/b6beaac6-3891-46fe-9c5d-781c1e6def68/customassetupload/a7139578-5af1-40aa-a1c4-1af38a21ab79.png,5,346,no,actively hiring (per website)
Old Town MedSpa - Lincoln Park,,beauty and wellness,"2266 N Lincoln Ave, Unit 2",60614,Lincoln Park,(312) 882-0700,http://oldtownmedspa.com,Nael Gharbi,co-owner,,info@oldtownmedspa.com,@oldtownmedspa,,unverified,unknown,http://oldtownmedspa.com,4.9,467,yes (3),"Roster of 5 appears company-wide (yes (3)); per-location count unverified, source: http://oldtownmedspa.com/about-us/meet-the-team/; Roster spans 3 locations (River North, Lincoln Park, Bucktown). Co-owned/co-founded by Drs. Nael and Shazel Gharbi (""MD Brothers"")."
P S Nails,,nails,2556 1/2 N Clark St,60614,Lincoln Park,(773) 388-9802,https://psnailschicago.com,,,,,,,unverified,unknown,https://psnailschicago.com,4.2,98,no,
Pearl's Nails,,nails,2676 N Halsted St,60614,Lincoln Park,(773) 348-0552,http://www.pearlsnails.com,,,,lincolnparkchicago@pearlsnails.com,@pearlsnailschicago,,unverified,unknown,http://www.pearlsnails.com,4.3,178,no,
Polish & Nail,,nails,920 W Diversey Pkwy,60614,Lincoln Park,(773) 388-9510,,,,,,,,unverified,unknown,https://www.yelp.com/biz/polish-and-nail-chicago-2,4.6,61,no,
Pure Serenity Spa,,beauty and wellness,1136 W Armitage Ave,60614,Lincoln Park,(312) 626-5255,,,,,,,,unverified,unknown,https://www.yelp.com/biz/pure-serenity-spa-chicago,4.5,407,no,Website listed on Yelp (angelhanjie.wixsite.com) looks like a different business; removed
Pure Serenity Spa,,beauty and wellness,"2000 N Clifton Ave, Unit A",60614,Lincoln Park,(872) 361-1808,https://www.pureserenityspa.shop,,,,,,,unverified,unknown,https://www.pureserenityspa.shop,,,no,
RamiCami Beauty,,hair salon,2337 North Clark St,60614,Lincoln Park,(773) 248-9096,,,,,,,,unverified,unknown,https://www.yelp.com/biz/ramicami-beauty-chicago,5,117,no,
Rejuven8 SPA,,beauty and wellness,2262 North Clark St,60614,Lincoln Park,(312) 287-6999,https://www.rejuven8chicago.com,,,,,@rejuven8spachicago,,unverified,setmore,http://rejuven8spa.setmore.com,5,9,no,Opened 2025 (per Yelp)
Relax Body Balance,,beauty and wellness,806 West Armitage,60614,Lincoln Park,(312) 478-3492,,,,,,,,unverified,unknown,https://www.yelp.com/biz/relax-body-balance-chicago-2,,,no,no website/social/team evidence in source; only a Yelp owner initial ('Tracy M.') available
Relax Feet,,beauty and wellness,2352 N Clybourn Ave,60614,Lincoln Park,(773) 525-2828,http://www.relaxfeetchicago.com,,,,,,,unverified,unknown,http://www.relaxfeetchicago.com,4.5,495,no,"team/about page on the website is an empty 'coming soon' placeholder, no roster available"
Relax Spa,,beauty and wellness,2714 N Ashland Ave,60614,Lincoln Park,(773) 666-5896,,,,,,,,unverified,unknown,https://www.yelp.com/biz/relax-spa-chicago,,,no,
Resonance Massage and Bodywork,,beauty and wellness,547 W Diversey Pkwy,60614,Lincoln Park,(773) 248-4782,,,,,,,,unverified,unknown,https://www.yelp.com/biz/resonance-massage-and-bodywork-chicago,,,no,
Reverie Nails,,nails,2204 N Clybourn Ave,60614,Lincoln Park,(773) 697-7582,http://www.reverienails.com,,,,,,,unverified,booksy,https://booksy.com/en-us/rwg/487589_?variantId=14866292&date=2026-09-04T12:30,4.8,256,no,family-owned business; customer reviews name nail tech Kim
Rosa Milano Nail Spa,,nails,1454 W Fullerton Ave,60614,Lincoln Park,(773) 348-8669,https://rosamilanonailspachicago.com,,,,,@rosamilanonailspa,,unverified,unknown,https://rosamilanonailspachicago.com,3.6,14,no,
SEV Laser,,beauty and wellness,2320 N Lincoln Ave,60614,Lincoln Park,(773) 819-7088,https://sevlaser.com/chicago,,,,,@sevlaseraesthetics,,unverified,zenoti,https://sevlaser.zenoti.com/webstoreNew/services/78ea5b2a-ddf6-4ae6-8390-e933fefeeaf3,4.6,329,yes (70+),hiring
Salon 9nb,,hair salon,2151 N Sheffield Ave,60614,Lincoln Park,(773) 327-2151,,,,,,,,unverified,unknown,https://www.yelp.com/biz/salon-9nb-chicago,,,no,
Salon Edda,,hair salon,2212 N Lincoln Ave,60614,Lincoln Park,(773) 477-2500,https://salonedda.com,Edda Coscioni,owner,,saloneddateam@gmail.com,@salonedda,,unverified,meevo,https://login.meevo.com/salonedda/ob?locationId=102635,4.9,196,no,"Roster of 6 appears company-wide (no); per-location count unverified, source: https://salonedda.com/about/; Owner Edda Coscioni is a National Award-Winning stylist, selected for Team USA 2021"
Salon Envy,,hair salon,2658 N Halsted St,60614,Lincoln Park,(773) 880-5033,http://salonenvychicago.com,,,,,@salonenvychicago,,unverified,meevo,https://na0.meevo.com/OnlineBookingApp/login?tenantId=102527&locationID=105334,4.7,211,no,"Actively hiring; salon markets itself as ""Best Hair Salon in Chicago"" and ""Best Brazilian Wax in Chicago."""
Salon Moka,,hair salon,2631 N Halsted St,60614,Lincoln Park,(773) 980-6652,,,,,,,,unverified,unknown,https://www.yelp.com/biz/salon-moka-chicago-2,4.2,5,no,
Salon NB,,nails,2504 N Clark,60614,Lincoln Park,(773) 236-1629,http://www.salonnb.com,,,,,,,unverified,square,https://squareup.com/appointments/book/yhi5b123ack0u1/JN7FJH0WWK47B/start,4.3,119,no,Yelp notes women-owned business (est. 2019).
Sassylash Brow and Lash Boutique,,lash and brow,2337 N Clark St,60614,Lincoln Park,(773) 799-8389,https://sassylash-brow-and-lash-boutique-inc.square.site,,,,,,,unverified,square,https://sassylash-brow-and-lash-boutique-inc.square.site/square.ico,4.9,124,no,"Google Business Profile booking link routes to Fresha (existing Fresha user) despite the website's own widget running on Square; general_email looks like an unconfigured Square template default ('hi@mystore.com'), verify before use"
Smooth Nail Lounge,,nails,2122 N Halsted St,60614,Lincoln Park,(872) 814-4460,https://smoothnaillounge.com,,,,support@smoothnaillounge.com,@smoothnaillounge,,unverified,vagaro,https://www.vagaro.com/us04/smoothnaillounge/book-now,,,no,
Spa Spazio Nail Salon,,nails,2009 N Fremont St,60614,Lincoln Park,(773) 248-8141,http://www.spaspazio.com,,,,info@spaspazio.com,,,unverified,square,https://squareup.com/appointments/book/8885e1b8-79de-42bd-a31d-d4ee8153b6e8/25HDH8MJRC4Y1/services,3.6,88,no,Reviews highlight owner Mishelle's nail work and the salon's cleanliness; established 2013.
SpaDerma,,beauty and wellness,2001 N Clybourn Ave,60614,Lincoln Park,(773) 529-5277,https://spaderma.com/pages/locations/lincoln-park,,,,info@spaderma.com,@spaderma_medspa,,unverified,unknown,https://spaderma.com/pages/locations/lincoln-park,4.9,911,yes (5),"Roster of 75 appears company-wide (yes (5)); per-location count unverified, source: https://spaderma.com/pages/about-us; hiring (careers page); 5-location medspa group, 20+ years, 3M+ treatments performed; Strong review base (911 Google reviews)"
Sugaring NYC - Lincoln Park,,beauty and wellness,1971 North Halsted St,60614,Lincoln Park,(773) 558-2025,https://www.sugaringnyc.com/locations/sugaring-lincoln-park,,,,,@sugaringnyc,,unverified,zenoti,https://sugaring.zenoti.com/webstoreNew/user/signIn,4.8,324,no,"Hiring (per website); family-owned business, opened 2020"
TINT Salon & Spa,,hair salon,2448 N Southport Ave,60614,Lincoln Park,(773) 472-4323,http://www.tintsalonspa.com,,,,,,,unverified,unknown,http://www.tintsalonspa.com,4.7,39,no,
